parameter_name,sub_parameter_name,param_unit,ts,value,Current_Mean_Value,Current_Sigma_Value,Design_Value
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:01,523.6517762,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:00,522.3072056,523.2,2.216312057,515
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:59,1052.148246,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:58,1053.520666,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:57,1037.290092,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:56,1032.077176,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:55,1033.203448,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:54,1053.022767,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:53,1037.724714,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:52,1031.881782,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:51,1032.708715,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:50,1051.905179,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:49,1038.006755,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:48,1008.874565,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:47,991.0025094,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:46,990.9389255,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:45,1000.075561,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:44,998.3661465,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:43,988.2572379,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:42,976.1273308,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:41,967.0419997,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:40,964.8054302,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:39,967.764581,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:38,978.4585019,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:37,990.9384022,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:36,1000.893712,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:35,1001.689503,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:34,991.1739345,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:33,978.4788225,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:32,991.9149767,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:31,1021.212958,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:30,1051.744326,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:29,1036.540481,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:28,1017.721782,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:27,1000.090164,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:26,989.7246066,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:25,976.6039636,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:24,976.8875643,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:23,988.6896018,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:22,1000.429899,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:21,996.9955354,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:20,996.5885168,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:19,995.9383992,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:18,996.1192462,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:17,1008.793319,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:16,1009.655346,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:15,1008.502768,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:14,1008.634672,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:13,1025.338589,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:12,1028.55542,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:11,1014.031729,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:10,996.6988856,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:09,1010.439027,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:08,1011.985053,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:07,1003.525831,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:06,977.412834,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:05,967.6489684,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:04,978.5476753,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:03,991.038967,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:02,999.6173816,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:01,995.939635,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:00,984.4155942,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:59,976.8130208,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:58,981.0683729,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:57,993.0428471,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:56,1001.712137,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:55,999.6429648,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:54,988.9464492,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:53,976.4935527,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:52,974.0425181,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:51,998.1797991,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:50,1024.759492,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:49,1047.221939,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:48,1034.060472,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:47,1019.258336,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:46,998.958845,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:45,995.9873597,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:44,1016.330113,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:43,1036.078475,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:42,1038.647788,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:41,1014.919873,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:40,995.930985,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:39,993.1813276,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:38,1010.587329,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:37,1026.075093,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:36,1049.044475,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:35,1053.935123,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:34,1038.158747,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:33,1013.522579,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:32,1014.514531,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:31,1015.823393,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:30,1016.482127,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:29,996.9356181,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:28,994.9270997,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:27,994.9146484,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:26,994.1206929,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:25,995.4588243,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:24,998.8437883,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:23,995.8179596,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:22,996.0967546,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:21,997.0286478,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:20,998.640288,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:19,994.807072,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:18,1008.4534,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:17,1025.070431,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:16,1046.55822,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:15,1032.026967,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:14,1013.299531,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:13,995.6143035,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:12,995.4070574,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:11,995.422185,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:10,994.8335571,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:09,996.0088642,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:08,1020.760946,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:07,1039.446508,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:06,1038.58359,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:05,1014.031835,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:04,994.4007727,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:03,991.8761978,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:02,1008.85364,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:01,1024.793367,1005.266667,15.22922999,1001
Screen Inlet Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:00,1046.654981,1005.266667,15.22922999,1001
