parameter_name,sub_parameter_name,param_unit,ts,value,Current_Mean_Value,Current_Sigma_Value,Design_Value
Bed Height,Flue Gas Temperature Profile,MMWC,25-10-2025 11:02,890.2051226,892.9733333,12.72796353,920
Bed Height,Flue Gas Temperature Profile,MMWC,25-10-2025 11:01,880.5699982,892.9733333,12.72796353,920
Bed Height,Flue Gas Temperature Profile,MMWC,25-10-2025 11:00,871.6247055,892.9733333,12.72796353,920
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:59,892.051791,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:58,890.203788,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:57,886.6664643,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:56,889.8186268,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:55,894.9009568,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:54,899.5748945,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:53,900.1657419,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:52,898.0883816,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:51,898.4112498,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:50,899.7306716,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:49,900.6945263,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:48,900.70313,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:47,900.7463693,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:46,900.6722503,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:45,895.3570605,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:44,895.408864,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:43,895.5479217,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:42,895.6099949,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:41,890.346328,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:40,889.6254378,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:39,895.0749658,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:38,900.3957146,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:37,901.1240263,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:36,899.2168078,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:35,897.4142646,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:34,898.5642512,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:33,900.1868662,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:32,895.7454156,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:31,888.5201467,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:30,881.4273711,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:29,885.8875288,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:28,886.3728949,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:27,888.2679977,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:26,883.6899792,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:25,883.2757173,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:24,881.4896052,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:23,880.794893,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:22,886.3242539,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:21,891.365991,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:20,896.2101551,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:19,897.9605357,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:18,899.7978953,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:17,900.5618036,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:16,893.1810195,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:15,886.4785991,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:14,886.3603717,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:13,891.6456157,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:12,892.399638,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:11,886.955081,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:10,881.8138678,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:09,886.2329478,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:08,886.8344063,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:07,886.8802341,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:06,881.5718345,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:05,886.3523358,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:04,887.1055456,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:03,887.146112,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:02,881.5980255,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:01,886.2281687,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 12:00,886.4704353,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:59,888.1152319,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:58,883.0964221,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:57,884.5828456,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:56,890.2510093,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:55,896.824848,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:54,900.55666,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:53,895.0686602,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:52,890.0884248,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:51,884.9233532,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:50,884.5499566,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:49,882.8868334,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:48,884.6078062,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:47,883.6096889,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:46,884.6935975,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:45,883.0543757,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:44,887.7791456,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:43,893.3450605,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:42,899.7826496,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:41,900.1955474,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:40,895.4692567,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:39,888.809236,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:38,884.6182539,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:37,882.6440573,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:36,883.2506545,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:35,882.0188021,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:34,881.6224601,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:33,886.0578327,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:32,886.2386533,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:31,891.7579105,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:30,891.3346971,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:29,898.2764441,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:28,899.8566161,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:27,900.6521894,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:26,895.5466861,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:25,890.2353174,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:24,886.5911358,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:23,884.9090139,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:22,884.745564,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:21,883.4692964,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:20,888.3820523,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:19,891.7835928,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:18,898.0490081,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:17,899.8405558,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:16,895.4111926,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:15,890.0143519,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:14,883.1812252,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:13,884.396034,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:12,884.3857568,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:11,885.7144147,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:10,886.2762654,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:09,885.0112883,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:08,884.1815415,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:07,881.8348375,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:06,881.6815512,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:05,886.2227036,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:04,886.9778263,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:03,886.7896898,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:02,881.5292194,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:01,886.4807361,888.9333333,3.736068896,850
Bed Temperature,Flue Gas Temperature Profile,DEGC,25-10-2025 11:00,893.4657643,888.9333333,3.736068896,850
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:59,525.0871656,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:58,524.6832548,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:57,522.3307631,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:56,522.3166011,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:55,522.4488109,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:54,523.7816751,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:53,524.1346648,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:52,523.3508124,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:51,524.72365,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:50,525.7260492,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:49,526.0731751,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:48,525.6752787,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:47,524.2748496,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:46,524.7446306,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:45,522.436451,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:44,523.7110134,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:43,522.8910352,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:42,525.5961532,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:41,525.5835703,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:40,524.9132699,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:39,523.5034542,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:38,522.2527562,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:37,523.6289759,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:36,525.0107654,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:35,526.3955135,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:34,526.0465725,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:33,524.6603395,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:32,523.2468922,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:31,523.505419,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:30,522.1990644,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:29,522.5906824,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:28,521.3375843,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:27,520.714352,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:26,519.4182114,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:25,521.7944593,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:24,523.447374,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:23,524.8220518,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:22,523.8101696,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:21,524.1347317,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:20,524.9527378,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:19,524.253516,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:18,525.5623236,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:17,525.6438916,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:16,527.4250424,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:15,525.7476176,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:14,524.795085,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:13,522.3450632,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:12,521.4136091,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:11,519.4190327,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:10,519.3758485,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:09,521.7246052,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:08,523.6448706,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:07,523.6416459,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:06,522.5224301,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:05,522.1586687,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:04,523.1657055,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:03,523.2115289,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:02,523.5758667,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:01,523.9247789,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 12:00,524.8916098,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:59,524.5597292,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:58,524.6020092,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:57,522.3011089,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:56,522.6497991,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:55,522.3331918,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:54,523.635002,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:53,523.6790877,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:52,522.6238932,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:51,520.7069233,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:50,519.4266122,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:49,521.7771655,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:48,522.4074082,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:47,524.6049554,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:46,522.9664011,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:45,525.6741293,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:44,524.771265,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:43,525.4257448,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:42,524.0044159,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:41,522.5668876,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:40,521.242018,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:39,519.332038,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:38,519.3674786,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:37,521.6579097,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:36,523.6391183,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:35,523.6910435,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:34,522.7457002,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:33,522.4160663,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:32,523.2222278,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:31,523.2284067,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:30,522.2245458,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:29,522.7400269,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:28,523.7431582,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:27,524.7057962,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:26,524.7057529,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:25,522.3519979,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:24,522.7036013,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:23,521.275049,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:22,520.5952039,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:21,519.2223658,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:20,520.0135773,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:19,523.3084506,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:18,525.6761037,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:17,526.0111179,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:16,524.0566133,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:15,524.4507657,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:14,525.7438372,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:13,526.1521863,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:12,523.3266383,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:11,523.339811,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:10,522.851781,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:09,525.6862524,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:08,524.6385066,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:07,524.0135758,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:06,520.6263377,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:05,519.3660975,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:04,519.3615285,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:03,521.3624901,523.2,2.216312057,515
SH3 outlet temperature,Water Steam Temperature Profile,DEGC,25-10-2025 11:02,522.3195484,523.2,2.216312057,515
